box,folder_number,foldername_short,foldername_full,doc_id,filename,author,title,date,first_page,last_page,metadata_added_by,doc_type,recipients,cced,notes,metadata_specialist_notes
1,3,statistical_service_center,Statistical Services Center. 1952-1955,45,1_3_statistical_service_center_45,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,95,95,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,50,1_3_statistical_service_center_50,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,100,100,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,51,1_3_statistical_service_center_51,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,101,101,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,48,1_3_statistical_service_center_48,Office of Statistical Services,Statistical Services 2935 Account,1954-10-18,98,98,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,49,1_3_statistical_service_center_49,Office of Statistical Services,Statistical Services 2935 Account,1954-10-18,99,99,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,41,1_3_statistical_service_center_41,Office of Statistical Services,Statistical Services 2935 Account,1954-11-16,91,91,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,42,1_3_statistical_service_center_42,Office of Statistical Services,Statistical Services 2935 Account,1954-11-16,92,92,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,35,1_3_statistical_service_center_35,Office of Statistical Services,Statistical Services 2935 Account,1954-11-17,85,85,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,47,1_3_statistical_service_center_47,Office of Statistical Services,Statistical Services 2935 Account,1954-11-17,97,97,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,37,1_3_statistical_service_center_37,Office of Statistical Services,Statistical Services 2935 Account,1954-12-09,87,87,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,40,1_3_statistical_service_center_40,Office of Statistical Services,Statistical Services 2935 Account,1954-12-09,90,90,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,36,1_3_statistical_service_center_36,Office of Statistical Services,Statistical Services 2935 Account,1954-12-14,86,86,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,39,1_3_statistical_service_center_39,Office of Statistical Services,Statistical Services 2935 Account,1954-12-14,89,89,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,34,1_3_statistical_service_center_34,Office of Statistical Services,Statistical Services 2935 Account,1955-01-10,84,84,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,44,1_3_statistical_service_center_44,Office of Statistical Services,Statistical Services 2935 Account,1955-01-10,94,94,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,33,1_3_statistical_service_center_33,Office of Statistical Services,Statistical Services 2935 Account,1955-01-13,83,83,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,31,1_3_statistical_service_center_31,Office of Statistical Services,Statistical Services 2935 Account,1955-02-10,81,81,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,32,1_3_statistical_service_center_32,Office of Statistical Services,Statistical Services 2935 Account,1955-02-10,82,82,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,30,1_3_statistical_service_center_30,Office of Statistical Services,Statistical Services 2935 Account,1955-02-18,80,80,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,26,1_3_statistical_service_center_26,Office of Statistical Services,Statistical Services 2935 Account,1955-03-11,76,76,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,29,1_3_statistical_service_center_29,Office of Statistical Services,Statistical Services 2935 Account,1955-03-11,79,79,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,27,1_3_statistical_service_center_27,Office of Statistical Services,Statistical Services 2935 Account,1955-03-14,77,77,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,28,1_3_statistical_service_center_28,Office of Statistical Services,Statistical Services 2935 Account,1955-03-18,78,78,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,23,1_3_statistical_service_center_23,Office of Statistical Services,Statistical Services 2935 Account,1955-04-13,73,73,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,24,1_3_statistical_service_center_24,Office of Statistical Services,Statistical Services 2935 Account,1955-04-15,74,74,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,25,1_3_statistical_service_center_25,Office of Statistical Services,Statistical Services 2935 Account,1955-04-15,75,75,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,21,1_3_statistical_service_center_21,Office of Statistical Services,Statistical Services 2935 Account,1955-05-19,71,71,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,22,1_3_statistical_service_center_22,Office of Statistical Services,Statistical Services 2935 Account,1955-05-20,72,72,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,19,1_3_statistical_service_center_19,Office of Statistical Services,Statistical Services 2935 Account,1955-06-10,69,69,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,18,1_3_statistical_service_center_18,Office of Statistical Services,Statistical Services 2935 Account,1956-01-13,68,68,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,14,1_3_statistical_service_center_14,Office of Statistical Services,Statistical Services 2935 Account,1956-04-30,55,55,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,20,1_3_statistical_service_center_20,Office of Statistical Services,Statistical Services 2935 Account,1956-05-12,70,70,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,13,1_3_statistical_service_center_13,Office of Statistical Services,Statistical Services 2935 Account,1956-09-18,52,54,stephan,invoice,"Verzuh, F. M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,15,1_3_statistical_service_center_15,Office of Statistical Services,List of Reports Issued,,56,59,stephan,list,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,16,1_3_statistical_service_center_16,Office of Statistical Services,List of Reports Issued,,60,63,stephan,list,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,17,1_3_statistical_service_center_17,Office of Statistical Services,List of Reports Issued,,64,67,stephan,list,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,38,1_3_statistical_service_center_38,Office of Statistical Services,List of Requests for RDA Components,,88,88,stephan,list,unknown,unknown,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",20,1_2_project_proposal_contract_20,ONR/Washington,Amendment 23 to Contract N5ori-60,1955-06-30,44,44,keith m,contract; amendment,MIT,unknown,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",8,1_2_project_proposal_contract_8,ONR/Washington,Amendment 24 to Contract N5ori-60,1956-04-30,15,16,carol,contract ,MIT,unknown,,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1961,6,1_6_nsf_proposal_6,"Owens, Robert H.",Letter to L. Beckley,1956-02-27,6,6,carol,letter,"Beckley, L. E.","Morse, Philip M.",,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",31,1_2_project_proposal_contract_31,"Porter, Jack D.",Letter to P. M. Morse,1955-04-01,62,62,kate,letter,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1965,10,1_4_correspondence_whirlwind_10,"Rankin, Bayard; Porter, Jack D.",Letter to P. M. Morse,1955-05-26,32,34,keith m,letter,"Morse, Philip M.; Foster, F. L.",unknown,,
1,8,rockefeller,Rockefeller Foundation,10,1_8_rockefeller_10,"Rhind, Flora M.",Letter to Chancellor Stratton,1956-12-6,11,12,elena,letter,"Stratton, J. A.","Morse, Philip M.",,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1963,8,1_4_correspondence_whirlwind_8,"Rigby, Fred D.",Letter to P. M. Morse,1959-06-15,27,27,keith m,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,13,1_8_rockefeller_13,Rockefeller Foundation,Policy with Respect to Announcement of Grants,,16,16,elena,unknown,unknown,unknown,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",16,1_2_project_proposal_contract_16,"Rogers, A. P.","Property Numbering - Projects in the 7,000's",,36,36,kate,notice,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,3,1_8_rockefeller_3,"Rusk, Dean",Letter to P. M. Morse,1957-11-14,4,4,elena,letter,"Morse, Philip M.",unknown,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",52,1_2_project_proposal_contract_52,"Ryder, F. C.",Contract Ammendment Proposal,1952-10-20,95,97,samantha,contract; amendment,Commanding General Air Research and Development Command,"Morse, Philip M.",,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,8,1_3_statistical_service_center_8,"Snyder, Joseph",Office of Statistical Services,1952-12-23,32,34,stephan,memo,"Verzuh, F. M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,15,1_8_rockefeller_15,"Stratton, J. A.",Letter to N. S. Buchanan,1956-11-08,18,18,elena,letter,"Buchanan, Norman S.",unknown,,
1,7,nsf_cor,NSF Correspondence,15,1_7_nsf_cor_15,"Sunderlin, C. E.",Letter to J. R. Killian,1956-09-10,65,65,carol,letter,"Killian, J. R.",unknown,,
1,1,committee_on_machine_methods,Committee on Machine Methods of Computation minutes. 1950-1958,3,1_1_raw_committee_on_machine_methods_3,unknown,Minutes of the Third Meeting of the Committee on Machine Methods of Computation,1950-12-06,4,5,mingfei,minutes,unknown,unknown,,
1,10,architecture,Computation Center: architecture & space,6,1_10_architecture_6,unknown,M.I.T. Computation Center First Floor,1956-11-12,6,6,elena,floor plan,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,56,1_3_statistical_service_center_56,unknown,Financial Summary of CPC Operation,,115,118,stephan,"table; report, financial",unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1956,1,1_4_correspondence_whirlwind_1,unknown,Credit Allowance for Computation Hours,,1,2,keith m,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1957,2,1_4_correspondence_whirlwind_2,unknown,Credit Purchase Order for Computation Hours,,3,3,keith m,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1966,11,1_4_correspondence_whirlwind_11,unknown,Scientific and Engineering Applications Problems,,35,50,keith m,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1967,12,1_4_correspondence_whirlwind_12,unknown,Summary of Whirlwind Independent Operations,,51,54,keith m,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1968,13,1_4_correspondence_whirlwind_13,unknown,ONR Sponsored Problems for 1954,,55,55,keith m,list,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,16,1_7_nsf_cor_16,unknown,Digital Computer Operation and Utilization Proposal,,66,74,carol,proposal,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,16,1_8_rockefeller_16,unknown,Memo to P. M. Morse,,19,19,elena,memo,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,17,1_8_rockefeller_17,unknown,Note for Buchanan to call Morse,,20,20,elena,note,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,18,1_8_rockefeller_18,unknown,Note about Buchanan and Floe,,21,21,elena,note,unknown,unknown,,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",51,1_2_project_proposal_contract_51,unknown,Memo to P. M. Morse,1954-01-23,94,94,samantha,memo,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,11,1_3_statistical_service_center_11,"Verzuh, F. M.",Memorandum on the Proposed Space Change for the Office of Statistical Services,1952-07-30,41,49,stephan,letter; report,"Stratton, J. A.","Snyder, Joseph; Morse, Philip M.; Little, J. A.",,
3,32,verzuh,"Verzuh, Dr. Frank M.",8,3_32_verzuh_8,"Verzuh, F. M.",Letter to E. L. Harder,1952-11-21,11,12,stephan,letter,"Harder, E. L.",unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",9,3_32_verzuh_9,"Verzuh, F. M.",Proposed Undergraduate Subject on Computation,1952-11-21,13,14,stephan,letter,"Scott, R. E.",unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",7,3_32_verzuh_7,"Verzuh, F. M.",Contract AF33(616)-128 Expenditure Order No. R-468 BR-1,1952-11-25,8,10,stephan,letter,"Henry, H. C. (Lt. Col.)",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,9,1_3_statistical_service_center_9,"Verzuh, F. M.",Memo concerning meeting on 1952-12-30,1952-12-29,35,35,stephan,memo,"Boyd, H. R.; Cusick, Paul; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Seamans, R. C.; Snyder, J. J.; Watriss, F. W.;",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,59,1_3_statistical_service_center_59,"Verzuh, F. M.",Report concerning machine usage,1953-04-30,121,122,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",2,3_32_verzuh_2,"Verzuh, F. M.",Letter to P. M. Morse,1953-05-04,3,3,stephan,letter,"Morse, Philip M.",unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",3,3_32_verzuh_3,"Verzuh, F. M.",Contract AF33(616)-128 Expenditure Order No. R-468 BR-1,1953-05-04,4,4,stephan,letter,"Henry, H. C. (Lt. Col.)",unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",4,3_32_verzuh_4,"Verzuh, F. M.",Letter to P. M. Morse,1953-05-08,5,5,stephan,letter,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,61,1_3_statistical_service_center_61,"Verzuh, F. M.",Report concerning machine usage,1953-05-21,128,129,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,folder 1_3 finished
1,3,statistical_service_center,Statistical Services Center. 1952-1955,60,1_3_statistical_service_center_60,"Verzuh, F. M.","Analysis of the Operation of the Card Programmed Calculator during period December, 1952 through April, 1953",1953-05-22,123,127,stephan,memo,"Foster, F. L.; Little, J. A.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,58,1_3_statistical_service_center_58,"Verzuh, F. M.",Report concerning machine usage,1953-06-16,120,120,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,54,1_3_statistical_service_center_54,"Verzuh, F. M.",Meeting on CPC Rate Structure for Fiscal 53-54,1953-10-26,108,112,stephan,memo,"Foster, F. L.; Morse, Philip M.;Little, J. A.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,12,1_3_statistical_service_center_12,"Verzuh, F. M.",Memo to F. M. Verzuh,1954-08-03,50,51,stephan,memo,"Verzuh, F. M.","Snyder, Joseph; Morse, Philip M.; Little, J. A.; MacKinnon, Mr.",,
3,32,verzuh,"Verzuh, Dr. Frank M.",10,3_32_verzuh_10,"Verzuh, F. M.",Memorandum on the M.I.T. Differential Analyzer,1954-11-10,15,33,stephan,report,unknown,unknown,,
3,32,verzuh,"Verzuh, Dr. Frank M.",11,3_32_verzuh_11,"Verzuh, F. M.",Letter to G. S. Brown,1955-08-09,34,35,stephan,letter,"Brown, G. S.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1960,5,1_4_correspondence_whirlwind_5,"Verzuh, F. M.",Memo concerning purchased time on Whirlwind,1956-01-09,8,16,keith m,memo,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1961,6,1_4_correspondence_whirlwind_6,"Verzuh, F. M.",Memo concerning ONR usade of Whirlwind,1956-01-27,17,22,keith m,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,18,1_7_nsf_cor_18,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,84,85,carol,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,19,1_7_nsf_cor_19,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,86,87,carol,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,20,1_7_nsf_cor_20,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,88,89,carol,memo,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,16,1_10_architecture_16,"Verzuh, F. M.",Letter to G. T. Hunter,1956-04-05,22,22,elena,letter,"Hunter, G. T.","Morse, Philip M.",,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1959,4,1_4_correspondence_whirlwind_4,"Verzuh, F. M.",Letter to P. M. Morse,1956-06-12,7,7,keith m,letter,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,14,1_10_architecture_14,"Verzuh, F. M.",Trip Report on I.B.M. Corporation,1956-07-26,14,19,elena,report,unknown,unknown,,
1,10,architecture,Computation Center: architecture & space,13,1_10_architecture_13,"Verzuh, F. M.",Letter to P. M. Morse,1956-07-30,13,13,elena,letter,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,12,1_10_architecture_12,"Verzuh, F. M.",Letter to W. J. Kelly,1956-09-18,12,12,elena,letter,"Kelly, W. J.","Morse, Philip M.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,11,1_10_architecture_11,"Verzuh, F. M.",Letter to W. Ware,1956-09-19,11,11,elena,letter,"Ware, Willis","Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,9,1_10_architecture_9,"Verzuh, F. M.",Letter to J. Greenstadt,1956-10-02,9,9,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,8,1_10_architecture_8,"Verzuh, F. M.",Letter to F. C. Gans,1956-10-16,8,8,elena,letter,"Gans, Frederick C.","Morse, Philip M.; Peterson, C. M. F.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,5,1_10_architecture_5,"Verzuh, F. M.",Letter to P. M. Morse,1956-11-16,5,5,elena,letter,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,2,1_10_architecture_2,"Verzuh, F. M.",Letter to W. Kavanaugh,1957-03-13,2,2,elena,letter,"Kavanaugh, William","Morse, Philip M.; Peterson, C. M. F.; Hunter, ",,
1,10,architecture,Computation Center: architecture & space,3,1_10_architecture_3,"Verzuh, F. M.",Letter to R. C. Collins,1957-03-13,3,3,elena,letter,"Collins, R. C.","Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,1,1_10_architecture_1,"Verzuh, F. M.",Letter to C. M. F. Peterson,1957-04-04,1,1,elena,letter,"Peterson, C. M. F.","Floe, C. F.; Morse, Philip M.",,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1959,4,1_6_nsf_proposal_4,"Weyi, F. Joachim",Letter to L. Beckley,1956-03-05,4,4,carol,letter,"Beckley, L. E.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1958,3,1_4_correspondence_whirlwind_3,"Weyl, F. J.",Letter to P. M. Morse,1954-07-08,4,6,keith m,letter,"Morse, Philip M.","Adams, C.W.; ONR/Boston",,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",41,1_2_project_proposal_contract_41,unknown,Committee on Mechanical Aids to Computation,,74,75,elsa,Unknown,unknown,unknown,Original draft,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,10,1_3_statistical_service_center_10,"Verzuh, F. M.",Letter concerning Computation by Pnuched-Card Methods,1952-11-21,36,40,stephan,letter; syllabus,"Brown, G. S.",unknown,outlines new class on computation by punched-card methods,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",9,1_2_project_proposal_contract_9,ONR/Washington,Amendment 17 to Contract N5ori-60,1956-04-30,17,23,felix,contract; amendment,MIT,unknown,page 4 missing?,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",48,1_2_project_proposal_contract_48,unknown,Receipt of Signed Contract,,89,89,samantha,memo,"Foster, F. L.; Unknown",Dept. of Physics,Partial Scan,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",32,1_2_project_proposal_contract_32,"Healy, A. H.",ONR/Boston Notice to All Contractors,1953-07-27,63,64,elsa,notice,unknown,unknown,Recipients aren't listed,
1,10,architecture,Computation Center: architecture & space,10,1_10_architecture_10,"Verzuh, F. M.",Letter to J. Greenstadt,1956-10-02,10,10,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. T.",Same as doc above,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",12,1_2_project_proposal_contract_12,"Mealy, M. E.",Notice of Receipt of Signed Contract,,32,32,stephan,receipt,unknown,unknown,scan cut off half of the page,
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",36,1_2_project_proposal_contract_36,"Ferreira, Mary",Notice of Receipt of Signed Contract,1955-02-28,69,69,elsa,notice,DIC Fiscal Patent Office,unknown,Seems to be  a duplicate of Doc 34 (pg. 66),
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",30,1_2_project_proposal_contract_30,unknown,Comments on Attached Proposal for Continuation of Contract N5ori06001,,61,61,mingfei,addendum,unknown,unknown,should be attached to previous documents?,
1,8,rockefeller,Rockefeller Foundation,20,1_8_rockefeller_20,"Buchanan, Norman S.",Letter to P. M. Morse,1956-10-31,23,23,elena,letter,"Morse, Philip M.","Corbato, F. J.; Floe, Unknown",Unsure if Floe (cced) is last or first name,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,4,1_3_statistical_service_center_4,"Boyd, H. R.",Instrumentation Laboratory Use of the Rockefeller Differential Analyzer,1951-03-30,16,17,stephan,memo,"Verzuh, F. M.","Morse, Philip M.; Draper, C. S.; Wrigley, W.; Laning, J. H.; Foster, F. L.; Cusick, Paul; Aronson, J. D.; Houston, F. E.; Gras, R. W.; Green, W. D.;",,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,2,1_3_statistical_service_center_2,"Caldwell, S. H.",Letter to C. S. Draper,1950-06-22,12,14,stephan,letter,"Caldwell, S. H.","Hazen, H. L.; Sherwood, T. K.; Stratton, J. A.; Tucker, C. E.; Sage, N. Mcl.; Cusick, Paul; Coleman, A.; Verzuh, F. M.",,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,3,1_3_statistical_service_center_3,"Coleman, Albert F.",Letter to Samuel H. Caldwell,1950-07-05,15,15,stephan,memo,"Caldwell, S. H.","Sage, N. M.; Draper, C. S.; Cusick, Paul; Forbes, H. M.; Tamblyn, R. S.",,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,57,1_3_statistical_service_center_57,"Ryder, F. C.",Contract AF19(122)-58,1953-06-19,119,119,stephan,memo,"Commanding General, Air Force Cambridge Research Center","Morse, Philip M.; Verzuh, F. M.",,unclear who the commanding general was.
1,2,project_proposal_contract,"Project Proposal, Contract Correspondence, Division of Industrial Cooperation (DIC)",37,1_2_project_proposal_contract_37,"Thompson, G. R.",Change Order,1954-12-10,70,70,elsa,change order,"Cusick, P. V.",unknown,,//Elsa: Uncertain of how I title/classified this document. Thoughts?
1,3,statistical_service_center,Statistical Services Center. 1952-1955,5,1_3_statistical_service_center_5,"Verzuh, F. M.",Contract AF33(616)-128 Expenditure Order NO. R-466 BR-1,1953-03-05,20,20,stephan,memo,"Henry, H. C.","Little, E. P.; Morse, Philip M.; MIT Patent Office",,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,4,1_3_statistical_service_center_4,"Verzuh, F. M.",Memo concering use of the Card Programmed Calculator,1953-03-17,18,19,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",,,